,filepath,label
55,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
56,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
57,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
58,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
59,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
60,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
61,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
62,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
63,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
64,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
65,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
66,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
67,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
68,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
69,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
70,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
71,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
72,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
73,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
74,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
75,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
76,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
77,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
78,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
79,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
80,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
81,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
82,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
83,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
84,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
85,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
86,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
87,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
88,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
89,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
90,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
91,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
92,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
93,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
94,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
95,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
96,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
97,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
98,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
99,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
100,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
101,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
102,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
103,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
104,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
105,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
106,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
107,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
108,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
109,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
110,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
111,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
112,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
113,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
114,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
115,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
116,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
117,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
118,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
119,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
120,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
121,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
122,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
123,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
124,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
125,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
126,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
127,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
128,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
129,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
130,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
131,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
132,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
133,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
134,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
135,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
136,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
137,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
138,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
139,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
140,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
141,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
142,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
143,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
144,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
145,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
146,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
147,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
148,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
149,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
150,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
151,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
152,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
153,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
154,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
155,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
156,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
157,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
158,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
159,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
160,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
161,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
162,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
163,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
164,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
165,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
166,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
167,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
168,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
169,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
170,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
171,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
172,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
173,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
174,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
175,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
176,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
177,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
178,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
179,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
180,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
181,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
182,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
183,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
184,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
185,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
186,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
187,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
188,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
189,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
190,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
191,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
192,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
193,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
194,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
195,/content/drive/MyDrive/Kaggle/PBC_dataset_normal_DIB/PBC_dataset_normal_DIB/erythroblast/ERB_940294.jpg,basophil
